,Condition,Cylinders,Drive,Fuel,Link,Make,Model,Odometer,Paint_color,Price,Size,Title,Title_status,Transmission,Type,Unnamed: 0,VIN,Year,id
148, excellent, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2016-honda-civic-coupe/6698928736.html,Honda,Civic,22000, red,14800.0, compact,2016 Honda Civic Coupe, clean, automatic, coupe,148.0, 2HGFC4B52GH300065,2016,
149, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-lx/6698907105.html,Honda,Civic,110730, black,7950.0,,2013 Honda Civic LX, clean, automatic, sedan,149.0, 19XFB2F56DE255834,2013,
150, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/dont-miss-out-on-this-beauty/6698826312.html,Honda,Civic,28880, grey,15900.0, mid-size,DON'T MISS OUT ON THIS BEAUTY, clean, automatic, sedan,150.0, 19xfb2f90ee269782,2014,
151, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic/6698799440.html,Honda,Civic,120000, blue,3950.0, compact,2008 Honda Civic, salvage, automatic,,151.0,,2008,
152, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2012/6698298508.html,Honda,Civic,84,,6500.0,,Honda civic 2012, salvage, automatic,,152.0,,2012,
153, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-2010/6698240117.html,Honda,Civic,72000, grey,5300.0, compact,Honda Civic 2010, salvage, automatic, sedan,153.0,,2010,
154, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2010/6684551892.html,Honda,Civic,48535, blue,5900.0, full-size,Honda civic 2010, salvage, automatic, sedan,154.0,,2010,
155, good,,, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-ex-sport/6698062053.html,Honda,Civic,89980,,5980.0,,2012 HONDA CIVIC EX SPORT, salvage, automatic,,155.0,,2012,
156, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-honda-civic-ex-tlitle/6697276128.html,Honda,Civic,134259, black,10800.0, mid-size,2017 Honda Civic ex tlitle salvaje, salvage, automatic, sedan,156.0,,2017,
157, good, 4 cylinders, 4wd, gas,https://losangeles.craigslist.org/sgv/cto/d/honda-civic-2008/6697066351.html,Honda,Civic,136782, black,4800.0, full-size,Honda Civic 2008, clean, automatic, sedan,157.0, 2HGFA16568H304569,2008,
158, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-civic-ex/6674748183.html,Honda,Civic,90700, brown,8200.0, compact,2011 HONDA CIVIC EX, clean, automatic, coupe,158.0,,2011,
159, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/honda-civic-coupe-2012/6696383255.html,Honda,Civic,92000, grey,9700.0, compact,Honda Civic Coupe 2012, clean, automatic, coupe,159.0,,2012,
160, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2017-honda-civic-lx/6693083868.html,Honda,Civic,14130, grey,10700.0, compact,2017 Honda Civic LX, salvage, automatic, sedan,160.0, HH503845,2017,
161, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2011-honda-civic-lx-4-door/6670372160.html,Honda,Civic,105000, red,5250.0, compact,2011 HONDA CIVIC LX 4 DOOR SEDAN, salvage, automatic, sedan,161.0,,2011,
162, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-honda-civic-ex-4-door/6670106109.html,Honda,Civic,103000, grey,5550.0, compact,2010 HONDA CIVIC EX 4 DOOR SEDAN, salvage, automatic, sedan,162.0,,2010,
163, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/clean-title-2012-honda-civic/6695451233.html,Honda,Civic,95900, black,8000.0, compact,CLEAN TITLE 2012 Honda Civic $8000, clean, automatic, coupe,163.0,,2012,
164, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-civic-1st-owner/6695353267.html,Honda,Civic,42200, grey,11300.0,,2014 Honda Civic - 1st owner - clean title - low mileage, clean, automatic,,164.0, 19XFB2F58EE209634,2014,
165, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2016-honda-civic/6695287701.html,Honda,Civic,128000, grey,11000.0,,2016 Honda Civic, clean, automatic,,165.0,,2016,
166, excellent, 5 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2011-honda-civic-lx-only-45k/6695284376.html,Honda,Civic,45387, white,12000.0,,***2011 Honda Civic LX ONLY 45k Miles***, clean, automatic, coupe,166.0, 2HGFG1B69BH517231,2011,
167, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-hybrid/6695169835.html,Honda,Civic,122000, white,2200.0, compact,2008 Honda civic hybrid, clean, automatic, sedan,167.0, xxxxxxxxxxxxxxxx,2008,
168, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2008-honda-civic-lx/6695135751.html,Honda,Civic,120000, black,4500.0, compact,2008 honda civic lx, salvage, automatic, sedan,168.0,,2008,
169, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2012-honda-civic-1-owner/6691814086.html,Honda,Civic,108195, black,7000.0, compact,2012 honda civic 1 owner, clean, automatic, sedan,169.0,,2012,
170, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/honda-civic-lx/6694604719.html,Honda,Civic,21805, black,8800.0, compact,Honda civic lx, salvage, automatic, sedan,170.0,,2015,
171, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-hybrid-4dr/6671399693.html,Honda,Civic,40000, grey,7400.0, compact,"2012 HONDA CIVIC HYBRID 4DR SEDAN 48MPG 40K MILES, SALVAGE, $7400", salvage, automatic, sedan,171.0,,2012,
172, excellent,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-civic-manuelmiles/6694276695.html,Honda,Civic,53000, grey,12000.0,,"2015 Honda Civic - Manuel - 53,000 miles", clean, manual, sedan,172.0,,2015,
173, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/14-civic/6693812642.html,Honda,Civic,90000, brown,7000.0, compact,14 civic, salvage, automatic, sedan,173.0,,2014,
174, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/brand-new-2016-honda-civic/6680744474.html,Honda,Civic,26000, black,19200.0,,BRAND NEW 2016 HONDA CIVIC - CLEAN TITLE, clean, automatic, sedan,174.0,,2016,
175, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-exxxx-miles/6693733537.html,Honda,Civic,44284, white,8997.0,,HONDA CIVIC EX 2014 44xxx miles sunroof white, clean, automatic, sedan,175.0,,2014,
176, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-si-coupe/6693617446.html,Honda,Civic,39000, white,17000.0,,2015 Honda Civic Si Coupe, clean, manual, coupe,176.0,,2015,
177, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic-lx-very-good/6693546951.html,Honda,Civic,20700, black,15750.0, mid-size,2016 Honda Civic LX Very Good Condition!, clean, automatic, sedan,177.0, 2hgfc2f51gh56231,2016,
178, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-civic-one-owner/6669395909.html,Honda,Civic,71400, green,8250.0, compact,2014 Honda civic one owner great condition gas saver well maintane, clean, manual, sedan,178.0,,2014,
179, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2014-civic/6693083614.html,Honda,Civic,94000, brown,7000.0, compact,2014 civic, salvage, automatic, sedan,179.0,,2014,
180, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-civic-hybrid/6693081752.html,Honda,Civic,70000, brown,8000.0, compact,2015 civic hybrid, salvage, automatic, sedan,180.0,,2015,
181, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-civic/6692971986.html,Honda,Civic,98000, brown,7800.0, compact,2013 civic, clean, automatic, sedan,181.0,,2013,
182, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-honda-civic-si/6692747089.html,Honda,Civic,149000, white,6000.0, compact,2010 Honda Civic SI, clean, manual, coupe,182.0,,2010,
183, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-se-super/6667450215.html,Honda,Civic,82172, black,11565.0, compact,2015 Honda Civic SE - Super clean, clean, automatic, sedan,183.0, 19XFB2F73FE256461,2015,
184, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic/6692682191.html,Honda,Civic,125000, grey,4900.0, compact,2008 Honda civic, clean, automatic, sedan,184.0,,2008,
185, good, other, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-2016/6692666077.html,Honda,Civic,71910, silver,16999.0,,HONDA CIVIC 2016, clean, automatic,,185.0,,2016,
186, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic/6692606233.html,Honda,Civic,125000, grey,5300.0, compact,2008 Honda civic, clean, automatic, sedan,186.0,,2008,
187, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-lxspeed-manual/6692598241.html,Honda,Civic,60000, silver,10000.0, compact,Honda Civic LX 2013 (5 speed manual transmission), clean, manual, sedan,187.0, 19XFB2E58DE057242,2013,
188, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2013-honda-civic/6692059480.html,Honda,Civic,36000, silver,8800.0,,2013 Honda Civic, salvage, automatic,,188.0,,2013,
189, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/price-reduced-2016-honda/6685921785.html,Honda,Civic,39259, grey,14990.0,,[PRICE REDUCED] 2016 Honda Civic LE 4Dr Sedan, clean, automatic, sedan,189.0, 2HGFC2F56GH550665,2016,
190, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-ex/6668782245.html,Honda,Civic,40750,,13500.0,,2013 Honda Civic EX, clean, automatic, sedan,190.0, 19xfb2f81de279629,2013,
191, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2009-honda-civic-lx-4d/6672762728.html,Honda,Civic,83000,,7700.0,,"2009 HONDA CIVIC LX 4D Automatic, one owner", clean, automatic,,191.0,,2009,
192, good,,, gas,https://losangeles.craigslist.org/wst/cto/d/2008-honda-civic-with/6690434904.html,Honda,Civic,56200, blue,5500.0, mid-size,2008 Honda Civic with Only 56200 Miles, clean, automatic, sedan,192.0, 2HGFA16598H536566,2008,
193, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/honda-civic-2008-low-mileage/6689859229.html,Honda,Civic,90000, red,4800.0, compact,Honda Civic 2008 low mileage one owner, clean, automatic, coupe,193.0,,2008,
194, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2010-honda-civic-ex-trade-for/6689800786.html,Honda,Civic,147000, red,4900.0, compact,2010 honda civic ex trade for 4x4 jeep grand cherokee, salvage, automatic, coupe,194.0,,2010,
195, excellent,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2009-honda-civic-coupe/6674502566.html,Honda,Civic,82885, white,5500.0, mid-size,2009 Honda Civic Coupe, salvage, automatic, coupe,195.0,,2009,
196, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/for-sale/6689388477.html,Honda,Civic,83, silver,7300.0, compact,For sale, clean, automatic, sedan,196.0,,2008,
197, excellent,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-civic/6689249842.html,Honda,Civic,28600, silver,13500.0,,2015 HONDA CIVIC, clean, automatic,,197.0,,2015,
198, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-honda-civic-lx/6667013085.html,Honda,Civic,101000, blue,5999.0, compact,2010 Honda Civic LX, clean, automatic, sedan,198.0, 2HGFA1F54AH579024,2010,
199, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2014-honda-civic-si-sedan/6688987568.html,Honda,Civic,70000, red,17000.0,,2014 honda civic si sedan, clean, manual, sedan,199.0,,2014,
200, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-2015-for-sale/6688576836.html,Honda,Civic,36400, blue,13800.0, mid-size,Honda Civic 2015 for sale only 36k miles!!!, clean, automatic, sedan,200.0,,2015,
201, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-lx/6688333730.html,Honda,Civic,27537, grey,9500.0, compact,2013 HONDA CIVIC LX, salvage, automatic, sedan,201.0,,2013,
202, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-ex/6688317599.html,Honda,Civic,133,,6000.0,,honda civic ex, salvage, automatic,,202.0,,2012,
203, excellent,, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic/6672075375.html,Honda,Civic,23199, white,10000.0, compact,2016 HONDA CIVIC, salvage, automatic, sedan,203.0,,2016,
204, excellent,, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2016-honda-civic-15-turbo/6672069840.html,Honda,Civic,48375, grey,10799.0,,2016 HONDA CIVIC 1.5 TURBO, salvage, automatic, sedan,204.0,,2016,
205, good,,, gas,https://losangeles.craigslist.org/wst/cto/d/honda-civic-2015-black-car/6678794290.html,Honda,Civic,27000, black,13995.0,,Honda Civic 2015 Black Car-CLEAN Title Low Mileage, clean, automatic, sedan,205.0,,2015,
206, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2009-honda-civic-low-mileage/6687566108.html,Honda,Civic,81361, grey,7950.0, compact,2009 Honda Civic - Low Mileage (81k), clean, automatic, sedan,206.0, 19XFA16529E029570,2009,
207, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic-lx-very-good/6687554938.html,Honda,Civic,20650, black,15750.0, mid-size,2016 Honda Civic LX VERY GOOD CONDITION, clean, automatic, sedan,207.0, 2hgfc2f51gh56231,2016,
208, good, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/ant/cto/d/2008-honda-civic-hybryd/6667668603.html,Honda,Civic,232000, silver,3100.0, compact,2008 Honda Civic Hybryd, clean, automatic, sedan,208.0,,2008,
209, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-hybrid-4dr/6672998100.html,Honda,Civic,40000, grey,7400.0, compact,"2012 HONDA CIVIC HYBRID 4DR SEDAN 48MPG 40K MILES, SALVAGE, $7400 C", salvage, automatic, sedan,209.0,,2012,
210, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2010-honda-civic-lx-sedan/6686670065.html,Honda,Civic,105000, silver,6800.0, compact,2010 Honda Civic LX Sedan, clean, automatic, sedan,210.0,,2010,
211, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/09-civic-si/6685920224.html,Honda,Civic,116000, black,7500.0,,09 Civic SI, clean, manual,,211.0,,2009,
212, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2014honda-civic-lx-sedan-56k/6685345244.html,Honda,Civic,56036, silver,12000.0, compact,"2014:Honda Civic LX Sedan, 56K Miles, Silver", clean, automatic, sedan,212.0,,2014,
213, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/used-honda-civic-lx-5500-obo/6685265882.html,Honda,Civic,112754, blue,5500.0,,"Used Honda Civic LX $5,500 OBO CASH ONLY", clean, automatic, sedan,213.0, 2HGFA16529H520405,2009,
214, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2016-honda-civic-ex/6685011017.html,Honda,Civic,52000, black,10200.0, mid-size,2016 Honda Civic Ex, salvage, automatic, sedan,214.0,,2016,
215, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic-ex/6684996308.html,Honda,Civic,52000, black,10200.0, mid-size,2016 Honda Civic Ex, salvage, automatic, sedan,215.0,,2016,
216, good, 4 cylinders, rwd, other,https://losangeles.craigslist.org/wst/cto/d/2011-honda-civic-gx-natural/6684778234.html,Honda,Civic,55000, grey,8500.0, compact,2011 HONDA CIVIC GX! Natural gas vehicle (CNG) WITH HOV LANE ACCESS!, clean, automatic, sedan,216.0, 19XFA4F55BE000961,2011,
0, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2009-toyota-corolla-le/6706505472.html,Toyota,Corolla,134000, black,6300.0, full-size,2009 Toyota Corolla LE excellent condition, clean, automatic, sedan,,,2009,0.0
1, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2017-toyota-corolla/6704636484.html,Toyota,Corolla,22000, blue,13800.0, compact,2017 toyota Corolla, clean, automatic, sedan,,,2017,1.0
2, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-corolla-le/6710546688.html,Toyota,Corolla,128000, silver,4950.0,,2008 Toyota Corolla LE - Automatic - Clean Title - 128k Miles, clean, automatic, sedan,,,2008,2.0
3, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2008-toyota-corolla/6710498444.html,Toyota,Corolla,112000,,5550.0,,2008 TOYOTA COROLLA S, clean, automatic,,,,2008,3.0
4, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-corolla/6710326989.html,Toyota,Corolla,128000,,6800.0,,2012 toyota corolla, clean, automatic,,,,2012,4.0
5, new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/toyota-corolla-2014-manual/6710322232.html,Toyota,Corolla,37000, white,11900.0,,Toyota Corolla S 2014 (Manual), clean, manual, sedan,,,2014,5.0
6, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2017-toyota-corolla-le-2400/6708560060.html,Toyota,Corolla,2400, white,16995.0, compact,"2017 Toyota Corolla Le 2,400 miles", clean, automatic, sedan,,,2017,6.0
7, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-corolla/6707420641.html,Toyota,Corolla,65000, blue,7800.0, compact,2015 TOYOTA COROLLA, salvage, automatic, sedan,,,2015,7.0
8, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-corolla/6710251342.html,Toyota,Corolla,128000,,6800.0,,2012 toyota corolla, clean, automatic,,,,2012,8.0
9, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-corolla-le-nice/6692209163.html,Toyota,Corolla,119157, white,5980.0, mid-size,2010 TOYOTA COROLLA  LE NICE CAR EXCELLENT CONDITION GOOD DEAL, clean, automatic, sedan,,,2010,9.0
10, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-corolla/6695558330.html,Toyota,Corolla,107000, white,5500.0, compact,2010 Toyota Corolla, salvage, automatic, sedan,,,2010,10.0
11, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-corolla/6710220303.html,Toyota,Corolla,65000, blue,7800.0, compact,2015 TOYOTA COROLLA, salvage, automatic, sedan,,,2015,11.0
12, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/toyota-corolla/6693144822.html,Toyota,Corolla,104000, white,6500.0,,Toyota Corolla, clean, automatic, sedan,, 1NXBU4EE3AZ262285,2010,12.0
13, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-corolla-sport/6696911242.html,Toyota,Corolla,92,,9300.0,,2014 Toyota Corolla   Sport, clean, automatic,,,,2014,13.0
14, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2014-toyota-corolla-le/6694243548.html,Toyota,Corolla,107600, white,9200.0, compact,2014 Toyota Corolla LE, clean, automatic, sedan,, 5YFBURHE3EP002971,2014,14.0
15, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-toyota-corolla-le-46k/6710014378.html,Toyota,Corolla,46000, silver,9800.0,,"2013 Toyota Corolla LE, 46k miles 1 owner, like new, only next 4 days", clean, automatic,,, 5YFBU4EEXDP214711,2013,15.0
16, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2010-toyota-corolla-sedan/6709987427.html,Toyota,Corolla,131360, black,6950.0, full-size,2010 Toyota Corolla S sedan súper clean, clean, automatic, sedan,,,2010,16.0
17, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-corolla-ce/6709937604.html,Toyota,Corolla,117500, white,4999.0, compact,2008 Toyota Corolla CE, clean, automatic, sedan,,,2008,17.0
